10E10	3	0.6519
50E10	1	0.0000
100E10	4	0.7400
200E10	4	0.9150
400E10	4	0.9275
700E10	2	0.9228
1000E10	1	0.0000
10E10	4	0.7000
50E10	4	0.9800
100E10	4	0.8200
200E10	4	0.8750
400E10	3	0.9174
700E10	1	0.0000
1000E10	1	0.0000
50E10	19	0.8800
100E10	6	0.8300
200E10	4	0.8750
400E10	3	0.9174
700E10	1	0.0000
1000E10	1	0.0000
